Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
Trách nhiệm của Ủy ban nhân dân các cấp về bảo hiểm xã hội, mục 2 Điều 12 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Xây dựng chỉ tiêu phát triển đối tượng tham gia bảo hiểm xã hội trong kế hoạch phát triển kinh tế - xã hội hằng năm trình Hội đồng nhân dân cùng cấp quyết định.,"bao hiem xa hoi, trach nhiem cua uy ban nhan dan cac cap"
Trách nhiệm của Ủy ban nhân dân các cấp về bảo hiểm xã hội, mục 3 Điều 12 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội.","bao hiem xa hoi, trach nhiem cua uy ban nhan dan cac cap"
Trách nhiệm của Ủy ban nhân dân các cấp về bảo hiểm xã hội, mục 4 Điều 12 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"4. Thanh tra, kiểm tra, xử lý vi phạm pháp luật và giải quyết khiếu nại, tố cáo về bảo hiểm xã hội.","bao hiem xa hoi, trach nhiem cua uy ban nhan dan cac cap"
Trách nhiệm của Ủy ban nhân dân các cấp về bảo hiểm xã hội, mục 5 Điều 12 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"5. Kiến nghị với cơ quan nhà nước có thẩm quyền sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội.","bao hiem xa hoi, trach nhiem cua uy ban nhan dan cac cap"
Thanh tra bảo hiểm xã hội, mục 1 Điều 13 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"1. Thanh tra lao động - thương binh và xã hội thực hiện chức năng thanh tra chuyên ngành về việc thực hiện chính sách, pháp luật về bảo hiểm xã hội theo quy định của pháp luật về thanh tra.","bao hiem xa hoi, thanh tra"
Thanh tra bảo hiểm xã hội, mục 2 Điều 13 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Thanh tra tài chính thực hiện chức năng thanh tra chuyên ngành về quản lý tài chính bảo hiểm xã hội theo quy định của pháp luật về thanh tra.,"bao hiem xa hoi, thanh tra"
Thanh tra bảo hiểm xã hội, mục 3 Điều 13 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Cơ quan bảo hiểm xã hội thực hiện chức năng thanh tra chuyên ngành về đóng bảo hiểm xã hội, bảo hiểm thất nghiệp và bảo hiểm y tế theo quy định của Luật này và quy định khác của pháp luật có liên quan.","bao hiem xa hoi, thanh tra"
Thanh tra bảo hiểm xã hội, mục 4 Điều 13 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,4. Chính phủ quy định chi tiết Điều này.,"bao hiem xa hoi, thanh tra"
"Quyền và trách nhiệm của tổ chức công đoàn, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận", mục 1 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,1. Tổ chức công đoàn có các quyền sau đây:,"bao hiem xa hoi, quyen va trach nhiem, to chuc cong doan, mat tran to quoc viet nam, cac to chuc thanh vien cua mat tran"
1. Tổ chức công đoàn có các quyền sau đây:,khoản a mục 1 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"a) Bảo vệ quyền, lợi ích hợp pháp, chính đáng của người lao động tham gia bảo hiểm xã hội;","to chuc cong doan, quyen"
1. Tổ chức công đoàn có các quyền sau đây:,khoản b mục 1 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"b) Yêu cầu người sử dụng lao động, cơ quan bảo hiểm xã hội cung cấp thông tin về bảo hiểm xã hội của người lao động;","to chuc cong doan, quyen"
1. Tổ chức công đoàn có các quyền sau đây:,khoản c mục 1 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,c) Giám sát và kiến nghị với cơ quan có thẩm quyền xử lý vi phạm pháp luật về bảo hiểm xã hội;,"to chuc cong doan, quyen"
1. Tổ chức công đoàn có các quyền sau đây:,khoản d mục 1 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"d) Khởi kiện ra Tòa án đối với hành vi vi phạm pháp luật về bảo hiểm xã hội gây ảnh hưởng đến quyền và lợi ích hợp pháp của người lao động, tập thể người lao động theo quy định tại khoản 8 Điều 10 của Luật công đoàn.","to chuc cong doan, quyen"
"Quyền và trách nhiệm của tổ chức công đoàn, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận", mục 2 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Tổ chức công đoàn có các trách nhiệm sau đây:,"bao hiem xa hoi, quyen va trach nhiem, to chuc cong doan, mat tran to quoc viet nam, cac to chuc thanh vien cua mat tran"
2. Tổ chức công đoàn có các trách nhiệm sau đây:,khoản a mục 2 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"a) Tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội cho người lao động;","to chuc cong doan, trach nhiem"
2. Tổ chức công đoàn có các trách nhiệm sau đây:,khoản b mục 2 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"b) Tham gia thanh tra, kiểm tra việc thi hành pháp luật về bảo hiểm xã hội;","to chuc cong doan, trach nhiem"
2. Tổ chức công đoàn có các trách nhiệm sau đây:,khoản c mục 2 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"c) Kiến nghị, tham gia xây dựng, sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội.","to chuc cong doan, trach nhiem"
"Quyền và trách nhiệm của tổ chức công đoàn, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận", mục 3 Điều 14 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận trong phạm vi chức năng, nhiệm vụ của mình có trách nhiệm tuyên truyền, vận động nhân dân, đoàn viên, hội viên thực hiện chính sách, pháp luật về bảo hiểm xã hội, chủ động tham gia các loại hình bảo hiểm xã hội phù hợp với bản thân và gia đình; tham gia bảo vệ quyền, lợi ích hợp pháp, chính đáng của đoàn viên, hội viên; phản biện xã hội, tham gia với cơ quan nhà nước trong việc xây dựng chính sách, pháp luật về bảo hiểm xã hội; giám sát việc thực hiện chính sách, pháp luật về bảo hiểm xã hội theo quy định của pháp luật.","bao hiem xa hoi, quyen va trach nhiem, to chuc cong doan, mat tran to quoc viet nam, cac to chuc thanh vien cua mat tran"
Quyền và trách nhiệm của tổ chức đại diện người sử dụng lao động, mục 1 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,1. Tổ chức đại diện người sử dụng lao động có các quyền sau đây:,"bao hiem xa hoi, quyen va trach nhiem, to chuc dai dien, nguoi su dung lao dong"
1. Tổ chức đại diện người sử dụng lao động có các quyền sau đây:,khoản a mục 1 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,a) Bảo vệ quyền và lợi ích hợp pháp của người sử dụng lao động tham gia bảo hiểm xã hội;,"to chuc dai dien, nguoi su dung lao dong, quyen"
1. Tổ chức đại diện người sử dụng lao động có các quyền sau đây:,khoản b mục 1 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,b) Kiến nghị với cơ quan nhà nước có thẩm quyền xử lý vi phạm pháp luật về bảo hiểm xã hội.,"to chuc dai dien, nguoi su dung lao dong, quyen"
Quyền và trách nhiệm của tổ chức đại diện người sử dụng lao động, mục 2 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Tổ chức đại diện người sử dụng lao động có các trách nhiệm sau đây:,"bao hiem xa hoi, quyen va trach nhiem, to chuc dai dien, nguoi su dung lao dong"
2. Tổ chức đại diện người sử dụng lao động có các trách nhiệm sau đây:,khoản a mục 2 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"a) Tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội cho người sử dụng lao động;","to chuc dai dien, nguoi su dung lao dong, trach nhiem"
2. Tổ chức đại diện người sử dụng lao động có các trách nhiệm sau đây:,khoản b mục 2 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"b) Tham gia kiểm tra, giám sát việc thi hành pháp luật về bảo hiểm xã hội;","to chuc dai dien, nguoi su dung lao dong, trach nhiem"
2. Tổ chức đại diện người sử dụng lao động có các trách nhiệm sau đây:,khoản c mục 2 Điều 15 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"c) Kiến nghị, tham gia xây dựng, sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội.","to chuc dai dien, nguoi su dung lao dong, trach nhiem"
"Chế độ báo cáo, kiểm toán", mục 1 Điều 16 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"1. Hằng năm, Chính phủ báo cáo Quốc hội về tình hình thực hiện chính sách, chế độ bảo hiểm xã hội, quản lý và sử dụng quỹ bảo hiểm xã hội.","bao hiem xa hoi, che do bao cao, kiem toan"
"Chế độ báo cáo, kiểm toán", mục 2 Điều 16 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"2. Định kỳ ba năm, Kiểm toán nhà nước thực hiện kiểm toán quỹ bảo hiểm xã hội và báo cáo kết quả với Quốc hội. Theo yêu cầu của Quốc hội, Ủy ban thường vụ Quốc hội và Chính phủ, quỹ bảo hiểm xã hội được kiểm toán đột xuất.","bao hiem xa hoi, che do bao cao, kiem toan"
Các hành vi bị nghiêm cấm, mục 1 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"1. Trốn đóng bảo hiểm xã hội bắt buộc, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 2 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"2. Chậm đóng tiền bảo hiểm xã hội, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 3 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Chiếm dụng tiền đóng, hưởng bảo hiểm xã hội, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 4 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"4. Gian lận, giả mạo hồ sơ trong việc thực hiện bảo hiểm xã hội, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 5 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"5. Sử dụng quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp không đúng pháp luật.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 6 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"6. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp, chính đáng của người lao động, người sử dụng lao động.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 7 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"7. Truy cập, khai thác trái pháp luật cơ sở dữ liệu về bảo hiểm xã hội, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Các hành vi bị nghiêm cấm, mục 8 Điều 17 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"8. Báo cáo sai sự thật; cung cấp thông tin, số liệu không chính xác về bảo hiểm xã hội, bảo hiểm thất nghiệp.","bao hiem xa hoi, cac hanh vi, nghiem cam"
Quyền của người lao động, mục 1 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,1. Được tham gia và hưởng các chế độ bảo hiểm xã hội theo quy định của Luật này.,"bao hiem xa hoi, quyen, nguoi lao dong"
Quyền của người lao động, mục 2 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Được cấp và quản lý sổ bảo hiểm xã hội.,"bao hiem xa hoi, quyen, nguoi lao dong"
Quyền của người lao động, mục 3 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Nhận lương hưu và trợ cấp bảo hiểm xã hội đầy đủ, kịp thời, theo một trong các hình thức chi trả sau:","bao hiem xa hoi, quyen, nguoi lao dong"
"3. Nhận lương hưu và trợ cấp bảo hiểm xã hội đầy đủ, kịp thời, theo một trong các hình thức chi trả sau:",khoản a mục 3 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,a) Trực tiếp từ cơ quan bảo hiểm xã hội hoặc tổ chức dịch vụ được cơ quan bảo hiểm xã hội ủy quyền;,"luong huu, tro cap ,ao hiem xa hoi day du, kip thoi, hinh thuc chi tra"
"3. Nhận lương hưu và trợ cấp bảo hiểm xã hội đầy đủ, kịp thời, theo một trong các hình thức chi trả sau:",khoản b mục 3 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,b) Thông qua tài khoản tiền gửi của người lao động mở tại ngân hàng;,"luong huu, tro cap ,ao hiem xa hoi day du, kip thoi, hinh thuc chi tra"
"3. Nhận lương hưu và trợ cấp bảo hiểm xã hội đầy đủ, kịp thời, theo một trong các hình thức chi trả sau:",khoản c mục 3 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,c) Thông qua người sử dụng lao động.,"luong huu, tro cap ,ao hiem xa hoi day du, kip thoi, hinh thuc chi tra"
Quyền của người lao động, mục 4 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,4. Hưởng bảo hiểm y tế trong các trường hợp sau đây:,"bao hiem xa hoi, quyen, nguoi lao dong"
4. Hưởng bảo hiểm y tế trong các trường hợp sau đây:,khoản a mục 4 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,a) Đang hưởng lương hưu;,"huong, bao hiem y te"
4. Hưởng bảo hiểm y tế trong các trường hợp sau đây:,khoản b mục 4 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,b) Trong thời gian nghỉ việc hưởng trợ cấp thai sản khi sinh con hoặc nhận nuôi con nuôi;,"huong, bao hiem y te"
4. Hưởng bảo hiểm y tế trong các trường hợp sau đây:,khoản c mục 4 Điều 18 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"c) Nghỉ việc hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng;","huong, bao hiem y te"
